t,ax,ay,az,gx,gy,gz,lat,lon,speed,course,hacc,truth_lat,truth_lon,truth_speed,truth_course
1469.7,-0.4438,-0.0162,9.8855,-0.0242,-0.0209,0.0209,,,,,,52.3861947,-1.5344905,1.383333333,303.423
1469.8,0.0678,0.4377,9.8304,-0.0186,0.0003,-0.006,,,,,,52.3861952,-1.5344923,1.388888889,299.43
1469.9,-0.3395,-0.2577,9.7325,0.0189,-0.0186,-0.0137,,,,,,52.3861959,-1.5344941,1.391666667,300.235
1469.999,-0.3289,-0.3631,9.7613,0.0444,0.014,0.0125,,,,,,52.3861966,-1.5344959,1.4,302.822
1470.1,-0.0074,0.0566,9.7257,-0.0238,-0.0188,-0.0135,,,,,,52.3861972,-1.5344975,1.408333333,300.611
1470.199,-0.1083,-0.0713,9.967,0.0244,-0.0376,-0.014,,,,,,52.3861978,-1.5344994,1.411111111,300.881
1470.299,-0.0165,-0.0921,9.851,-0.0069,0.0057,-0.0114,,,,,,52.3861986,-1.534501,1.422222222,302.996
1470.399,0.1097,0.1946,9.9793,-0.0082,0.0062,0.0256,,,,,,52.3861993,-1.5345029,1.427777778,302.449
1470.499,0.0057,0.0138,9.9506,-0.0219,-0.0189,-0.0029,,,,,,52.3861998,-1.5345046,1.422222222,300.785
1470.599,-0.1757,-0.1235,9.919,0.0091,-0.0127,-0.0271,,,,,,52.3862004,-1.5345066,1.425,298.641
1470.699,0.3246,-0.009,9.8868,0.0391,0.0222,0.0209,,,,,,52.3862013,-1.5345083,1.433333333,302.651
1470.799,-0.2411,-0.0582,9.9,-0.0036,0.0026,0.0095,,,,,,52.386202,-1.5345098,1.433333333,303.977
1470.899,0.035,0.2259,9.85,-0.0123,-0.0109,-0.0146,,,,,,52.3862026,-1.5345116,1.438888889,301.096
1471,0.1258,0.3108,9.8331,-0.0262,-0.0008,-0.0006,,,,,,52.3862033,-1.5345132,1.438888889,302.076
1471.099,-0.0289,0.0912,9.8067,0.0067,0.0175,0.0282,,,,,,52.3862042,-1.5345147,1.441666667,306.089
1471.2,0.0788,-0.175,9.8721,-0.0036,-0.0335,-0.0083,,,,,,52.3862047,-1.5345167,1.430555556,299.984
1471.301,0.0945,0.1898,9.87,-0.0153,0.0064,-0.0013,,,,,,52.3862054,-1.5345183,1.436111111,301.234
1471.4,-0.2364,-0.5732,9.5343,-0.0189,-0.0017,0.0394,,,,,,52.3862062,-1.53452,1.447222222,303.579
1471.5,0.3152,0.5242,9.9862,0.0438,0.0204,-0.01,,,,,,52.3862069,-1.5345218,1.452777778,303.352
1471.6,0.0439,0.2952,10.0703,0.0186,-0.0225,-0.0154,,,,,,52.3862076,-1.5345235,1.463888889,304.404
1471.7,-0.0174,-0.0692,10.0816,0.0111,-0.0113,-0.0134,,,,,,52.3862082,-1.5345251,1.466666667,303.331
1471.799,0.136,-0.0256,9.8274,-0.0147,-0.0047,0.003,,,,,,52.3862089,-1.5345267,1.466666667,301.501
1471.9,0.2531,0.0055,9.7005,-0.0064,-0.0006,0.0131,,,,,,52.3862097,-1.5345286,1.466666667,304.222
1472.001,-0.1531,-0.127,9.8001,0.0091,-0.0161,-0.0003,,,,,,52.3862103,-1.5345306,1.469444444,301.631
1472.1,0.2211,0.4228,9.8759,-0.0185,-0.0097,-0.0117,,,,,,52.386211,-1.5345324,1.472222222,302.084
1472.199,-0.3874,-0.3131,9.7765,0.0265,0.0047,0.0194,,,,,,52.3862116,-1.5345343,1.480555556,300.374
1472.299,0.1639,0.1073,9.7978,-0.0093,-0.0138,-0.0037,,,,,,52.3862124,-1.5345362,1.488888889,301.511
1472.4,0.2897,0.0821,10.0033,-0.0168,0.007,-0.0254,,,,,,52.3862131,-1.5345378,1.483333333,305.161
1472.499,0.3214,-0.0757,10.0664,0.0224,-0.0109,0.0389,,,,,,52.3862137,-1.5345398,1.5,299.389
1472.599,0.5757,0.3487,10.0201,0.0272,-0.0069,0.0027,,,,,,52.3862144,-1.5345417,1.5,301.295
1472.7,0.1054,0.1779,10.081,-0.0024,-0.0168,-0.0221,,,,,,52.3862152,-1.5345434,1.505555556,302.504
1472.8,-0.2012,0.1267,9.7571,0.0101,0.0092,0.0275,,,,,,52.3862158,-1.5345454,1.522222222,300.835
1472.901,0.0218,0.3318,9.6763,0.0172,-0.0074,-0.0038,,,,,,52.3862166,-1.5345472,1.525,302.864
1473,-0.3129,-0.127,9.7064,-0.0183,-0.0415,-0.0401,,,,,,52.3862173,-1.5345493,1.525,301.458
1473.1,0.4952,0.0535,9.8961,0.0071,0.0099,-0.0141,,,,,,52.3862181,-1.5345511,1.522222222,304.016
1473.2,0.0191,-0.2499,9.8027,0.0154,-0.0058,0.0311,,,,,,52.3862186,-1.5345534,1.533333333,299.415
1473.3,-0.0634,-0.0009,9.9419,-0.0268,-0.0354,-0.0128,,,,,,52.3862193,-1.5345553,1.536111111,300.354
1473.4,0.2466,0.1609,9.8269,0.0021,-0.0172,-0.0257,,,,,,52.3862201,-1.5345573,1.536111111,302.274
1473.499,0.1904,0.189,9.8986,-0.0026,0.011,0.0048,,,,,,52.3862207,-1.5345593,1.544444444,298.846
1473.6,-0.0362,-0.156,9.7814,0.0071,0,0.0168,,,,,,52.3862216,-1.5345607,1.541666667,304.5
1473.7,0.2157,0.109,9.8409,0.0161,-0.0031,-0.0001,,,,,,52.3862224,-1.5345626,1.55,304.745
1473.802,-0.0775,0.1804,9.8289,-0.0191,-0.0127,-0.0309,,,,,,52.3862231,-1.5345647,1.555555556,300.926
1473.9,-0.2298,0.2029,9.7612,0.0104,-0.0143,0.0131,,,,,,52.3862238,-1.5345664,1.558333333,302.376
1473.999,0.1244,0.179,9.8187,0.0035,-0.0091,-0.0149,52.386208,-1.534531,0,302.62,3,52.3862245,-1.5345685,1.563888889,301.253
1474.1,-0.0105,-0.3407,9.9473,0.0378,0.001,-0.0004,,,,,,52.3862252,-1.5345705,1.572222222,300.622
1474.199,0.1126,0.4828,9.9001,-0.0308,-0.0027,-0.0137,,,,,,52.386226,-1.5345725,1.580555556,302.187
1474.3,0.0158,0.3142,9.7155,0.0098,-0.0144,0.0021,,,,,,52.3862266,-1.5345748,1.580555556,299.924
1474.399,-0.1554,0.1499,9.9189,0.0112,0.008,-0.004,,,,,,52.3862272,-1.5345767,1.583333333,298.958
1474.5,0.0074,0.2411,9.9447,-0.0093,0.0059,0.0013,,,,,,52.386228,-1.5345789,1.594444444,299.447
1474.599,0.1614,-0.0239,9.8551,0.0002,-0.0062,0.0021,,,,,,52.3862286,-1.5345808,1.602777778,298.658
1474.699,0.1979,-0.0355,9.7115,-0.0099,-0.0065,-0.0138,,,,,,52.3862296,-1.5345828,1.602777778,303.055
1474.8,0.125,0.0309,9.9106,0.0175,-0.0188,0.0008,,,,,,52.3862302,-1.5345849,1.611111111,300.373
1474.9,0.0743,0.1115,9.9395,0.0056,-0.0043,0.0081,,,,,,52.3862313,-1.5345866,1.619444444,306.175
1474.999,-0.1503,0.0469,9.8478,-0.0036,0.0076,-0.0002,,,,,,52.3862319,-1.5345886,1.616666667,302.302
1475.1,0.1057,0.1748,9.7432,0.0013,0.0038,0.0061,,,,,,52.3862326,-1.5345907,1.625,301.09
1475.2,-0.1404,-0.1356,9.6465,-0.0077,-0.0249,0.0046,,,,,,52.3862335,-1.5345929,1.636111111,303.012
1475.299,0.2335,0.0529,9.908,-0.0028,-0.0121,-0.0147,,,,,,52.3862341,-1.5345948,1.647222222,300.755
1475.399,0.0403,-0.0956,9.7723,0.0056,0.0004,-0.0253,,,,,,52.386235,-1.5345968,1.638888889,303.005
1475.5,0.2547,-0.0061,9.8141,-0.004,0.0002,0.0275,,,,,,52.3862356,-1.5345986,1.641666667,299.868
1475.599,-0.0717,0.102,9.8673,-0.0105,0.0112,0.0001,,,,,,52.3862367,-1.5346007,1.652777778,306.307
1475.7,0.199,0.0563,9.7215,-0.0198,-0.0035,-0.0035,,,,,,52.3862374,-1.5346027,1.658333333,304.017
1475.799,0.0688,0.0362,9.8008,0.0217,-0.0092,-0.0031,,,,,,52.3862381,-1.5346047,1.661111111,302.217
1475.899,-0.0321,0.0227,9.9913,0.0142,-0.0128,-0.0019,,,,,,52.3862389,-1.5346067,1.669444444,300.521
1476,0.095,0.2941,9.9084,-0.0177,-0.0087,-0.001,,,,,,52.3862398,-1.5346089,1.675,301.945
1476.099,0.1777,0.1826,9.9599,0.0013,0.0143,0.0042,,,,,,52.3862405,-1.5346108,1.680555556,300.981
1476.2,0.2324,0.1683,9.9195,0.0217,0.0055,0.0079,,,,,,52.3862412,-1.5346131,1.691666667,299.923
1476.299,0.1086,0.0165,9.748,0.0136,-0.0032,-0.0024,,,,,,52.3862419,-1.5346155,1.702777778,298.243
1476.4,0.0516,0.0291,10.2787,-0.0143,-0.0039,-0.0125,,,,,,52.3862428,-1.5346171,1.7,302.543
1476.5,0.2017,0.3042,10.0278,0.0089,-0.0095,0.0059,,,,,,52.3862435,-1.5346195,1.708333333,300.117
1476.599,0.1072,0.169,9.7117,0.0084,-0.0024,0.0124,,,,,,52.3862444,-1.5346215,1.711111111,301.828
1476.699,-0.1602,-0.1078,9.7845,0.006,0.0008,-0.0042,,,,,,52.3862454,-1.5346236,1.713888889,304.786
1476.8,-0.0382,-0.1792,9.928,0.0112,-0.0022,0.018,,,,,,52.3862462,-1.5346252,1.725,303.656
1476.9,0.1016,0.0453,9.902,0.0056,0.0066,0.0061,,,,,,52.3862472,-1.5346274,1.733333333,304.183
1477,0.23,0.2971,9.9744,-0.0127,-0.0224,-0.0036,,,,,,52.3862478,-1.5346295,1.733333333,301.15
1477.1,0.1345,0.1874,9.9586,-0.0049,0.0152,-0.004,,,,,,52.3862487,-1.5346315,1.741666667,302.66
1477.199,0.0115,-0.4546,9.7401,-0.0003,-0.0153,0.0359,,,,,,52.3862498,-1.5346337,1.747222222,304.675
1477.3,0.2254,0.1176,9.8682,0.0087,0.0247,0.0101,,,,,,52.3862502,-1.5346357,1.752777778,299.29
1477.399,0.0887,0.076,9.9306,0.0148,0.0088,-0.0055,,,,,,52.3862512,-1.5346377,1.766666667,301.817
1477.5,0.0564,0.2188,9.942,-0.0001,-0.0191,-0.0049,,,,,,52.3862522,-1.5346397,1.769444444,304.752
1477.6,0.0748,0.0927,9.9712,-0.0169,-0.013,-0.011,,,,,,52.3862528,-1.5346418,1.769444444,300.598
1477.699,0.4105,0.3305,9.965,-0.0112,-0.0038,0.0092,,,,,,52.3862538,-1.534644,1.780555556,302.923
1477.799,0.0697,-0.1311,9.5759,-0.0036,0.0087,0.016,,,,,,52.3862545,-1.5346459,1.780555556,302.326
1477.9,0.1387,0.0605,9.875,0.0032,-0.0106,-0.0022,,,,,,52.3862555,-1.5346481,1.786111111,304.977
1478.001,0.2053,0.2713,9.8646,0.0029,-0.0027,0.0044,,,,,,52.386256,-1.5346503,1.791666667,299.271
1478.099,-0.1404,-0.0024,9.7338,-0.0202,-0.0131,-0.019,,,,,,52.3862571,-1.5346524,1.794444444,303.192
1478.199,-0.0791,0.1783,9.823,-0.0036,0.006,0.0034,,,,,,52.3862579,-1.5346548,1.802777778,301.398
1478.3,-0.1117,-0.0259,9.8946,-0.0049,0.0305,0.0139,,,,,,52.3862587,-1.5346569,1.805555556,301.504
1478.399,-0.0017,-0.018,9.9725,0.0239,-0.0081,0.008,,,,,,52.3862596,-1.5346592,1.816666667,302.666
1478.5,-0.02,0.244,10.001,0.0041,-0.0087,-0.0134,,,,,,52.3862604,-1.5346616,1.813888889,301.628
1478.599,0.1085,0.1914,9.8478,-0.017,-0.0099,-0.0137,,,,,,52.3862613,-1.5346638,1.816666667,302.519
1478.7,-0.0012,0.1004,9.8407,-0.0039,-0.0106,0.0003,,,,,,52.386262,-1.5346659,1.819444444,301.15
1478.8,-0.0369,0.0251,9.8224,0.0055,0.0027,0.0197,,,,,,52.386263,-1.5346686,1.822222222,302.261
1478.9,-0.1181,0.2815,9.9058,0.0212,-0.0099,0.0128,,,,,,52.3862637,-1.5346709,1.833333333,299.309
1479,0.038,0.0847,9.891,0.0224,-0.0041,0.0048,,,,,,52.3862645,-1.5346734,1.830555556,299.237
1479.099,-0.1307,0.0331,9.7977,-0.0218,-0.0345,-0.0133,,,,,,52.3862653,-1.5346756,1.833333333,300.938
1479.199,0.1357,-0.0931,9.7631,0.0109,-0.0216,0.0044,,,,,,52.3862662,-1.5346778,1.841666667,301.054
1479.299,0.177,0.0473,9.785,0.0039,-0.0094,-0.0038,,,,,,52.3862671,-1.5346803,1.844444444,302.415
1479.4,-0.0173,0.4299,9.9456,-0.0093,-0.0194,0.0313,,,,,,52.3862677,-1.5346827,1.847222222,297.748
1479.5,-0.2264,0.0505,9.8414,0.0052,0.0062,0.0037,,,,,,52.3862688,-1.5346849,1.841666667,303.18
1479.601,-0.0901,-0.2046,9.7866,-0.015,-0.0256,-0.0026,,,,,,52.3862696,-1.5346873,1.838888889,300.916
1479.702,0.191,-0.0679,9.8309,-0.0014,-0.0029,-0.0075,,,,,,52.3862704,-1.5346895,1.847222222,301.113
1479.8,0.0438,-0.0176,9.7378,-0.0167,-0.0035,-0.0162,,,,,,52.3862714,-1.5346914,1.85,304.422
1479.899,-0.2394,0.1156,9.739,-0.0123,-0.0001,0.0271,,,,,,52.3862722,-1.534694,1.852777778,298.621
1480,-0.0701,-0.0359,9.8465,0.0239,0.0002,-0.003,,,,,,52.386273,-1.534696,1.844444444,298.969
1480.1,-0.103,-0.3524,9.7268,0.0182,-0.0036,-0.0298,,,,,,52.3862741,-1.5346982,1.855555556,304.44
1480.2,0.2326,0.1149,9.6846,0.0036,-0.0057,0.0036,,,,,,52.3862749,-1.5347007,1.852777778,301.061
1480.299,0.1444,0.1266,9.8342,-0.0129,-0.0078,-0.0158,,,,,,52.3862758,-1.5347028,1.855555556,303.051
1480.4,-0.0343,0.1814,9.8447,0.0105,-0.0304,0.0067,,,,,,52.3862766,-1.534705,1.861111111,299.4
1480.5,-0.0585,-0.0686,9.7351,0.0039,0.0214,0.0127,,,,,,52.3862776,-1.5347073,1.852777778,302.192
1480.599,0.2274,0.1254,9.9184,-0.0057,0.0089,-0.0023,,,,,,52.3862785,-1.5347094,1.847222222,302.757
1480.7,0.0321,0.005,9.9106,0.0056,-0.004,0.0011,,,,,,52.3862792,-1.5347118,1.852777778,299.944
1480.799,-0.1255,0.1399,9.7264,-0.002,0.0043,-0.0157,,,,,,52.3862802,-1.5347139,1.85,303.065
1480.9,0.0861,0.1271,9.9646,0.001,-0.0204,0.0144,,,,,,52.386281,-1.5347162,1.852777778,301.029
1481,-0.0965,-0.0332,9.7496,0.0065,0.0036,0.0101,,,,,,52.3862819,-1.5347184,1.85,302.389
1481.099,-0.3403,-0.1212,9.6846,0.0304,0.0147,0.0118,,,,,,52.3862828,-1.5347208,1.852777778,301.315
1481.199,0.1497,-0.1438,9.854,0.0011,0.0147,-0.0053,,,,,,52.3862836,-1.5347227,1.852777778,302.703
1481.3,0.0417,0.0249,9.8249,0.0065,-0.0172,0.0025,,,,,,52.3862847,-1.5347252,1.866666667,303.399
1481.4,-0.1514,0.1261,9.8219,-0.0006,-0.0294,-0.0146,,,,,,52.3862855,-1.5347273,1.863888889,302.553
1481.5,-0.002,0.2053,9.8114,-0.0097,-0.0272,-0.0009,,,,,,52.3862864,-1.5347295,1.858333333,303.461
1481.6,0.1127,0.1162,9.8136,0.0134,-0.0016,0.0256,,,,,,52.3862871,-1.5347321,1.858333333,300.304
1481.7,0.0307,0.2051,9.9033,-0.0059,0.0049,0.0337,,,,,,52.3862878,-1.5347341,1.858333333,298.643
1481.8,-0.0924,-0.0202,9.8445,-0.01,-0.021,0.0077,,,,,,52.3862889,-1.5347363,1.858333333,302.426
1481.9,-0.1743,-0.0149,9.9498,-0.005,-0.029,-0.0095,,,,,,52.3862897,-1.5347387,1.863888889,301.928
1482.001,-0.1166,0.3102,10.1437,-0.0056,-0.0349,0.0223,,,,,,52.3862906,-1.5347409,1.858333333,301.386
1482.099,-0.0182,0.031,10.1137,0.0012,-0.0156,0.0076,,,,,,52.3862916,-1.5347432,1.863888889,303.167
1482.2,0.149,0.395,9.9025,-0.0085,-0.0243,-0.0049,,,,,,52.3862923,-1.5347456,1.861111111,301.111
1482.299,0.2432,0.2462,9.9554,-0.0022,-0.0186,0.0185,,,,,,52.3862933,-1.5347479,1.858333333,302.594
1482.399,0.1844,0.2658,10.2057,0.0289,-0.0131,-0.0012,,,,,,52.3862942,-1.5347503,1.858333333,301.335
1482.5,0.0355,-0.0694,10.1004,0.0261,-0.0253,-0.0125,,,,,,52.3862951,-1.5347524,1.861111111,301.98
1482.6,-0.2206,0.1712,9.8117,-0.0206,-0.0458,0.0103,,,,,,52.3862959,-1.5347547,1.852777778,302.079
1482.699,0.2002,0.4057,9.9885,-0.0169,-0.0355,0.0072,,,,,,52.386297,-1.5347571,1.844444444,304.137
1482.8,0.0042,-0.0157,9.9514,0.0289,-0.0108,0.0101,,,,,,52.3862977,-1.5347592,1.841666667,302.403
1482.899,0.1803,0.0342,9.7822,-0.0114,-0.0267,0.0146,,,,,,52.3862985,-1.5347612,1.836111111,300.804
1483,0.1443,-0.0064,9.7459,-0.003,-0.0246,0.0118,52.386295,-1.53473,0.4,305.12,3,52.3862993,-1.5347636,1.808333333,300.506
1483.099,-0.031,0.3628,9.8974,0.0274,-0.0489,0.015,,,,,,52.3863001,-1.5347656,1.8,300.935
1483.2,0.1094,0.2071,9.7431,0.0065,-0.0435,-0.001,,,,,,52.386301,-1.5347679,1.777777778,301.794
1483.3,-0.1364,0.3533,9.6688,-0.0003,-0.0366,0.0099,,,,,,52.386302,-1.5347698,1.755555556,304.389
1483.4,0.2584,0.0181,9.7459,0.0058,-0.0301,0.03,,,,,,52.3863028,-1.5347717,1.722222222,304.473
1483.499,0.1162,0.1361,9.7735,0.0009,-0.0195,-0.01,,,,,,52.3863036,-1.5347737,1.7,303.307
1483.6,0.2687,0.6634,9.9243,0.0003,-0.0505,-0.0123,,,,,,52.3863045,-1.5347756,1.666666667,305.146
1483.699,0.3404,0.3277,10.0273,-0.0169,-0.0331,-0.018,,,,,,52.3863052,-1.5347779,1.638888889,302.84
1483.799,0.1786,0.2915,10.0067,0.0028,-0.0252,0.0073,,,,,,52.386306,-1.5347797,1.613888889,302.693
1483.899,0.4443,0.5437,9.9312,-0.0065,-0.0232,0.0225,,,,,,52.386307,-1.5347814,1.591666667,306.957
1484,-0.0002,0.1916,9.8504,0.0238,-0.0367,0.0014,,,,,,52.3863078,-1.5347832,1.555555556,305.239
1484.1,-0.0133,0.2184,9.7482,0.0084,-0.0193,-0.0248,,,,,,52.3863083,-1.5347851,1.533333333,301.952
1484.199,0.3236,0.3424,9.907,-0.0015,-0.0288,-0.0042,,,,,,52.3863093,-1.5347864,1.5,305.617
1484.3,-0.0764,0.2981,9.9344,0.0082,-0.0227,0.0189,,,,,,52.3863101,-1.5347883,1.469444444,304.333
1484.4,0.2,0.2018,9.8561,0.0125,-0.0203,0.0176,,,,,,52.3863109,-1.5347901,1.444444444,305.566
1484.5,-0.0032,-0.0199,9.8394,0.0041,-0.0221,-0.0055,,,,,,52.3863118,-1.5347915,1.444444444,306.937
1484.6,0.1053,0.3481,9.8283,-0.0049,-0.0332,-0.005,,,,,,52.3863127,-1.534793,1.413888889,308.506
1484.699,-0.0415,0.0594,9.907,-0.0011,-0.0076,0.0218,,,,,,52.3863132,-1.5347944,1.386111111,304.07
1484.799,0.2184,0.2435,9.849,-0.0171,-0.0356,0.0094,,,,,,52.3863137,-1.5347961,1.380555556,298.935
1484.9,0.2484,0.5124,9.8189,-0.0394,-0.0529,-0.0137,,,,,,52.3863149,-1.5347973,1.361111111,309.287
1485,-0.0423,-0.0104,9.7191,0.004,-0.0346,0.0035,,,,,,52.3863155,-1.5347988,1.35,308.783
1485.099,-0.097,-0.0309,9.9221,0.0203,0.0074,0.0115,,,,,,52.3863163,-1.5348005,1.347222222,306.517
1485.2,0.1865,0.3127,9.8021,-0.0159,-0.0139,0.0106,,,,,,52.386317,-1.5348017,1.327777778,306.688
1485.299,0.2951,0.1562,10.0403,-0.0379,-0.0415,-0.0219,,,,,,52.3863179,-1.5348032,1.330555556,310.723
1485.399,0.2642,0.1875,9.9523,0.0023,-0.0249,-0.0095,,,,,,52.3863184,-1.5348048,1.322222222,304.804
1485.499,0.1038,0.1586,9.7211,0.0328,-0.0145,0.0324,,,,,,52.3863192,-1.5348063,1.308333333,306.135
1485.599,0.1124,-0.0466,9.6789,-0.0153,-0.0421,0.0168,,,,,,52.3863198,-1.5348077,1.3,306.304
1485.7,-0.0851,0.1379,9.8629,-0.0285,-0.0393,-0.0275,,,,,,52.3863207,-1.5348094,1.280555556,307.399
1485.799,0.2105,0.4269,9.9782,-0.0113,-0.0023,-0.0128,,,,,,52.3863213,-1.5348106,1.252777778,307.116
1485.9,0.2537,0.105,9.87,0.0031,-0.0266,0.0242,,,,,,52.3863219,-1.5348121,1.225,306.156
1486,0.5152,0.2278,10.0119,-0.0066,-0.0206,0.0041,,,,,,52.3863227,-1.5348135,1.188888889,308.771
1486.099,0.4301,0.3007,9.9226,0.0072,-0.0312,-0.0111,,,,,,52.3863236,-1.5348146,1.141666667,314.057
1486.2,0.2913,0.4689,9.8879,-0.009,-0.0225,-0.0016,,,,,,52.3863243,-1.5348159,1.097222222,314.07
1486.3,-0.0031,0.4374,9.7365,-0.0055,-0.0297,0.0077,,,,,,52.3863247,-1.5348171,1.055555556,308.491
1486.4,0.2649,0.1587,9.7672,0.0036,0.001,0.0036,,,,,,52.3863253,-1.5348183,1.022222222,306.264
1486.5,0.1915,0.3561,9.6933,0.0009,-0.0249,0.0039,,,,,,52.3863259,-1.5348192,0.9805555556,309.056
1486.599,0.1976,0.3314,9.8434,0.0114,-0.0203,-0.0115,,,,,,52.3863263,-1.5348205,0.9388888889,305.459
1486.7,0.1053,0.3074,9.8476,-0.0028,-0.0132,0.0055,,,,,,52.3863269,-1.5348212,0.9027777778,311.471
1486.8,0.4562,0.7037,9.9153,0.0197,-0.0206,0.0308,,,,,,52.3863274,-1.5348224,0.8611111111,308.56
1486.9,0.2258,0.469,9.913,-0.012,-0.0294,0.0028,,,,,,52.3863278,-1.5348233,0.8138888889,308.068
1487,0.358,0.5747,9.9837,-0.0063,-0.0177,-0.0047,,,,,,52.3863285,-1.5348243,0.7694444444,312.141
1487.1,0.3018,0.4864,9.9053,0.0221,-0.0061,0.0336,,,,,,52.3863288,-1.5348249,0.7166666667,313.406
1487.199,0.1555,0.2864,9.7635,-0.0127,-0.0268,-0.01,,,,,,52.3863291,-1.534826,0.6638888889,305.298
1487.3,0.2777,0.523,9.9335,-0.0157,-0.018,-0.0061,,,,,,52.3863292,-1.5348264,0.625,301.83
1487.4,-0.1084,0.1327,9.7385,0.0128,-0.016,0.0081,,,,,,52.3863296,-1.534827,0.5972222222,305.832
1487.5,-0.06,-0.1955,9.7964,0.0278,0.0085,0.0141,,,,,,52.3863299,-1.5348278,0.575,304.899
1487.6,-0.0497,0.1253,9.7987,0.0109,-0.024,0.0008,,,,,,52.3863301,-1.5348284,0.5694444444,302.22
1487.699,0.0181,-0.09,9.8708,0.0037,-0.0057,-0.0137,,,,,,52.3863304,-1.5348289,0.5777777778,303.676
1487.799,-0.251,-0.4986,9.8189,0.0061,-0.0062,0.0108,,,,,,52.386331,-1.5348295,0.5944444444,314.564
1487.899,-0.2984,-0.297,9.836,0.021,-0.0049,0.0254,,,,,,52.3863312,-1.5348302,0.6138888889,309.234
1487.999,0.0439,0.1214,9.9248,0.0309,0.0003,0.0295,,,,,,52.3863315,-1.5348308,0.6222222222,306.385
1488.099,0.0119,-0.1311,9.8589,-0.011,-0.0068,0.0094,,,,,,52.3863319,-1.5348314,0.6305555556,311.023
1488.2,-0.0069,-0.2128,9.8176,-0.0156,-0.0091,0.0088,,,,,,52.3863323,-1.5348323,0.6333333333,308.333
1488.3,-0.0069,0.1389,9.947,0.0323,-0.0165,0.0064,,,,,,52.3863327,-1.5348328,0.6333333333,311.116
1488.4,-0.1164,0.2875,9.9863,-0.0232,-0.0113,-0.0088,,,,,,52.386333,-1.5348336,0.625,309.157
1488.5,-0.0769,0.0651,9.8466,0.0108,-0.0052,0.0022,,,,,,52.3863333,-1.5348345,0.6111111111,302.399
1488.6,0.0943,0.3068,9.946,0.0163,-0.0046,0.0034,,,,,,52.3863334,-1.534835,0.5888888889,299.513
1488.7,-0.0616,0.5185,9.9349,0.0119,-0.0086,-0.0026,,,,,,52.3863339,-1.5348356,0.5611111111,309.96
1488.799,-0.1352,0.1812,9.7155,-0.0206,-0.023,-0.0111,,,,,,52.3863342,-1.5348362,0.5388888889,310.327
1488.9,-0.151,0.1033,9.6918,0.0109,-0.0027,0.0201,,,,,,52.3863344,-1.5348367,0.5027777778,307.789
1489,-0.0599,0.4035,9.8613,0.0029,0.0021,0.0213,,,,,,52.3863345,-1.5348373,0.4777777778,301.799
1489.1,-0.0078,0.0357,9.7987,0.0005,-0.0119,-0.0135,,,,,,52.3863349,-1.5348379,0.4444444444,308.369
1489.199,0.0208,0.2203,9.7852,-0.0058,-0.0014,-0.0142,,,,,,52.386335,-1.5348382,0.4277777778,307.9
1489.3,0.1759,0.1701,9.8447,0.0119,-0.001,0.023,,,,,,52.3863352,-1.5348389,0.4027777778,306.473
1489.399,0.0665,-0.0787,9.716,0.0187,0.0131,0.0198,,,,,,52.3863354,-1.5348394,0.3833333333,308.063
1489.5,0.3578,0.4452,10.0602,-0.0327,-0.0282,-0.0346,,,,,,52.3863354,-1.5348398,0.3638888889,305.496
1489.6,0.1221,0.0714,9.9454,0.0044,-0.0018,0.0003,,,,,,52.3863356,-1.5348403,0.3472222222,302.409
1489.699,0.1415,0.4348,9.9439,0.0113,-0.0005,0.0197,,,,,,52.3863358,-1.5348408,0.325,307.229
1489.799,-0.0947,-0.0669,9.7239,-0.0153,-0.0232,-0.0328,,,,,,52.3863359,-1.534841,0.3083333333,308.005
1489.899,-0.1746,-0.0118,9.7267,-0.0037,0.0092,0.0043,,,,,,52.386336,-1.5348413,0.2749999722,302.817
1490,0.1343,0.4286,10.0217,-0.0035,-0.0074,0.0059,,,,,,52.3863363,-1.5348415,0.2472222222,314.889
1490.099,0.203,0.3137,9.9398,-0.0191,-0.008,-0.0171,,,,,,52.3863364,-1.5348418,0.2194444444,311.938
1490.199,0.122,0.6594,9.9979,-0.0175,-0.0043,-0.0076,,,,,,52.3863365,-1.534842,0,310.238
1490.299,0.0744,0.2384,9.9707,0.0096,0.0079,0.0247,,,,,,52.3863367,-1.5348422,0,316.267
1490.401,-0.0803,0.2444,9.7788,-0.0121,-0.0143,-0.0175,,,,,,52.3863367,-1.5348424,0,308.059
1490.501,-0.1202,0.2191,9.7448,-0.0171,-0.0144,-0.0149,,,,,,52.3863368,-1.5348424,0,308.059
1490.6,-0.0328,-0.023,9.7138,0.011,0.0129,0.0213,,,,,,52.3863368,-1.5348425,0,308.059
1490.7,0.0097,0.0217,9.8658,-0.002,-0.0102,0.0007,,,,,,52.3863368,-1.5348426,0,308.059
1490.801,-0.0413,0.309,9.7924,-0.0081,-0.0036,-0.0118,,,,,,52.3863368,-1.5348425,0,308.059
1490.9,0.1195,-0.4807,9.7177,0.0005,-0.0101,0.0109,,,,,,52.3863369,-1.5348425,0,308.059
1491,0.1326,-0.3409,9.6934,0.0168,0.0104,0.0179,,,,,,52.3863368,-1.5348425,0,308.059
1491.099,-0.0101,0.1678,10.0033,0.0031,-0.0242,-0.0143,,,,,,52.3863369,-1.5348425,0,308.059
1491.2,0.1185,0.044,10.0254,-0.016,-0.0157,-0.0221,,,,,,52.3863369,-1.5348425,0,308.059
